PMID,Author,Affiliation
12438772,"Reyes-Botella, Candela","Department of Stomatology, Immunology Section, Institute of Neuroscience, University of Granada, Madrid, Spain."
12438772,"Montes, Maria J",-
12438772,"Vallecillo-Capilla, Manuel F",-
12438772,"Olivares, Enrique G",-
12438772,"Ruiz, Concepción",-
12127784,"Renukaradhya, G J","Project Directorate on Animal Disease Monitoring and Surveillance, Hebbal, Bangalore- 560 024, India."
12127784,"Mitra-Kaushik, S",-
12127784,"Sinnathamby, G",-
12127784,"Rajasekhar, M",-
12127784,"Shaila, M S",-
12093698,"Quach, Caroline","Division of Infectious Disease, Department of Pediatrics, Montreal Children's Hospital, McGill University Health Center, Montreal Quebec, Canada."
12093698,"Newby, Diane",-
12093698,"Daoust, Ghislaine",-
12093698,"Rubin, Earl",-
12093698,"McDonald, Jane",-
12358859,"Lee, U-H","Immunomodulation Research Center and Department of Biological Sciences, University of Ulsan, Korea."
12358859,"Kwack, K B",-
12358859,"Park, J-W",-
12358859,"Kwon, B S",-
12370355,"Taneichi, Maiko","Department of Safety Research on Blood and Biological Products, National Institute of Infectious Diseases, 4-7-1 Gakuen, Musashimurayama-city, Tokyo 208-0011, Japan."
12370355,"Naito, Seishiro",-
12370355,"Kato, Hiroshi",-
12370355,"Tanaka, Yuriko",-
12370355,"Mori, Masahito",-
12370355,"Nakano, Yoshio",-
12370355,"Yamamura, Hiroyuki",-
12370355,"Ishida, Hiroshi",-
12370355,"Komuro, Katsutoshi",-
12370355,"Uchida, Tetsuya",-
12244159,"Ho, Emily L","Division of Rheumatology/Howard Hughes Medical Institute, Washington University School of Medicine and Barnes-Jewish Hospital, St. Louis, MO 63110, USA."
12244159,"Carayannopoulos, Leonidas N",-
12244159,"Poursine-Laurent, Jennifer",-
12244159,"Kinder, Jeremy",-
12244159,"Plougastel, Beatrice",-
12244159,"Smith, Hamish R C",-
12244159,"Yokoyama, Wayne M",-
12097369,"Ryan, Andy F","Wisconsin Regional Primate Research Center, University of Wisconsin, Madison, WI 53715, USA."
12097369,"Grendell, Richard L",-
12097369,"Geraghty, Daniel E",-
12097369,"Golos, Thaddeus G",-
12488644,"Blindt, Rüdiger","University Hospital, Aachen, Medical Clinic I, Regensburg, Germany. ruediger.blindt@post.rwth-aachen.de"
12488644,"Bosserhoff, Anja-Katrin",-
12488644,"Krott, Nicole",-
12488644,"Vogt, Felix",-
12488644,"Hanrath, Peter",-
12488644,"Demircan, Lütfü",-
12488644,"vom Dahl, Jürgen",-
12463961,"Zeng, Qing","Decision System Group, Brigham & Women's Hospital, Harvard Medical School, Boston, MA, USA."
12463961,"Wand, Matthew",-
12463961,"Young, Alan J",-
12463961,"Rawn, James",-
12463961,"Milford, Edgar L",-
12463961,"Mentzer, Steven J",-
12463961,"Greenes, Robert A",-
12388971,"Chaiworapongsa, Tinnakorn","Perinatology Research Branch, National Institute of Child Health and Human Development, and the Department of Obstetrics and Gynecology, Wayne State University/Hutzel Hospital, 4707 St. Antoine Boulevard, Detroit, MI 48201, USA."
12388971,"Gervasi, Maria-Teresa",-
12388971,"Refuerzo, Jerrie",-
12388971,"Espinoza, Jimmy",-
12388971,"Yoshimatsu, Jun",-
12388971,"Berman, Susan",-
12388971,"Romero, Roberto",-
12027790,"Radzikowska, Elzbieta","National Tuberculosis and Lung Diseases Research Institute, Poland."
12027790,"Langfort, Renata",-
12027790,"Giedronowicz, Dorota",-
12378804,"Piatkowski, Karol",Katedra i Klinika Otolaryngologii w Poznaniu.
12378804,"Kruk-Zagajewska, Aleksandra",-
12378804,"Thielemann, Anna",-
12378804,"Kopczyński, Zygmunt",-
12029008,"Chou, Shu-Fen","Department of Food Health, Chia-Nan University of Pharmacy and Science, Tainan, Taiwan, R.O.C."
12029008,"Hsu, Win-Lin",-
12029008,"Hwang, Jing-Min",-
12029008,"Chen, Chien-Yuan",-
11828366,"Migeotte, Isabelle","Institute of Interdisciplinary Research, Campus Erasme, Université Libre de Bruxelles, 808 route de Lennik, B-1070 Brussels, Belgium."
11828366,"Franssen, Jean-Denis",-
11828366,"Goriely, Stanislas",-
11828366,"Willems, Fabienne",-
11828366,"Parmentier, Marc",-
11751064,"Daumerie, C","Department of Endocrinology, Universite Catholique de Louvain, Avenue Hippocrate, UCL 54.74, B-1200 Brussels, Belgium. Daumerie@diab.ucl.ac.be"
11751064,"Ludgate, M",-
11751064,"Costagliola, S",-
11751064,"Many, M C",-
12479397,"Sorokin, A V","State Research Center of Virology and Biotechnology Vector, Koltsovo, Novosibirsk Region, Russia."
12479397,"Kazachinskaia, E I",-
12479397,"Ivanova, A V",-
12479397,"Kachko, A V",-
12479397,"Netesov, S V",-
12479397,"Bukreyev, A A",-
12479397,"Loktev, V B",-
12479397,"Razumov, I A",-
12446461,"Pagel, John M","Fred Hutchinson Cancer Research Center and the Department of Medicine, University of Washington, Seattle 98109, USA. jpagel@fhcrc.org"
12446461,"Hedin, Nathan",-
12446461,"Subbiah, Krishnan",-
12446461,"Meyer, Damon",-
12446461,"Mallet, Robert",-
12446461,"Axworthy, Donald",-
12446461,"Theodore, Louis J",-
12446461,"Wilbur, D Scott",-
12446461,"Matthews, Dana C",-
12446461,"Press, Oliver W",-
12182915,"Untch, Brian","Department of Pathology, Stritch School of Medicine, Loyola University of Chicago, Maywood, IL 60153, USA."
12182915,"Ahmad, Sarfraz",-
12182915,"Messmore, Harry L",-
12182915,"Schultz, Christopher L",-
12182915,"Ma, Qing",-
12182915,"Hoppensteadt, Debra A",-
12182915,"Walenga, Jeanine M",-
12182915,"Fareed, Jawed",-
12421589,"Thorpe, Susan J","Division of Haematology, National Institute for Biological Standards and Control, Blanche Lane, South Mimms, Potters Bar, Hertfordshire EN6 3QG, UK. sthorpe@nibsc.ac.uk"
12421589,"Fox, Bernard",-
12421589,"Sands, Dawn",-
11980648,"Ross, Sarajane","Department of Pathology, Genentech, Inc., South San Francisco, California 94080, USA."
11980648,"Spencer, Susan D",-
11980648,"Holcomb, Ilona",-
11980648,"Tan, Christine",-
11980648,"Hongo, JoAnne",-
11980648,"Devaux, Brigitte",-
11980648,"Rangell, Linda",-
11980648,"Keller, Gilbert A",-
11980648,"Schow, Peter",-
11980648,"Steeves, Rita M",-
11980648,"Lutz, Robert J",-
11980648,"Frantz, Gretchen",-
11980648,"Hillan, Kenneth",-
11980648,"Peale, Franklin",-
11980648,"Tobin, Patti",-
11980648,"Eberhard, David",-
11980648,"Rubin, Mark A",-
11980648,"Lasky, Laurence A",-
11980648,"Koeppen, Hartmut",-
12778350,"Willermain, François","Department of Ophthalmology, University of Aberdeen, Scotland, UK."
12778350,"Greiner, Kathrin",-
12778350,"Forrester, John V",-
12202900,"Láng, István","Kemoterápia B Belgyógyászati Onkológiai Osztály, Országos Onkológiai Intézet, Budapest, 1122, Hungary."
12408987,"Xu, Zhikai","Department of Microbiology, the Fourth Medical University of PLA, Xi'an, 710032, People's Republic of China. zhikaixu@fmmu.edu.cn"
12408987,"Wei, Lixin",-
12408987,"Wang, Liya",-
12408987,"Wang, Haitao",-
12408987,"Jiang, Shibo",-
12171317,"Tamiolakis, D","Department of Cytology, Regional Hospital of Alexandroupolis, Greece."
12171317,"Papadopoulos, N",-
12171317,"Hatzimichael, A",-
12171317,"Lambropoulou, M",-
12171317,"Tolparidou, I",-
12171317,"Vavetsis, S",-
12171317,"Kotini, A",-
12171317,"Anninos, F",-
12171317,"Simopoulos, C",-
12044425,"Zembala, M","Silesian Centre of Heart Disease, Department of Cardiac Surgery, Silesian Medical School, Szpitalna 2 st., 41-800, Zabrze, Poland."
12044425,"Wojnicz, R",-
12044425,"Ryfiński, B",-
12044425,"Piegza, J",-
12044425,"Kaperczak, J",-
12044425,"Przybylski, R",-
12044425,"Gasior, M",-
12044425,"Zembala, M",-
12044425,"Kaczmarski, J",-
12034856,"Smith, Brian J","Biomolecular Research Institute, 343 Royal Parade, Parkville, Victoria 3052, Australia."
12034856,"Lawrence, Michael C",-
12034856,"Colman, Peter M",-
11943322,"Kwong, L S","Institute for Animal Health, Compton, Near Newbury, Berkshire RG20 7NN, UK."
11943322,"Hope, J C",-
11943322,"Thom, M L",-
11943322,"Sopp, P",-
11943322,"Duggan, S",-
11943322,"Bembridge, G P",-
11943322,"Howard, C J",-
12580376,"Cerovská, N","Institute of Experimental Botany, Academy of Sciences of the Czech Republic, Na Karlovce 1a, 160 00 Prague 6, Czech Republic. cerovska@ueb.cas.cz"
12580376,"Moravec, T",-
12580376,"Velemínský, J",-
12393727,"Kennedy, Adam D","Department of Biochemistry and Molecular Genetics, Center for Comparative Medicine, University of Virginia Health Sciences Center, Charlottesville 22908-0733, USA."
12393727,"Solga, Michael D",-
12393727,"Schuman, Theodore A",-
12393727,"Chi, Amos W",-
12393727,"Lindorfer, Margaret A",-
12393727,"Sutherland, William M",-
12393727,"Foley, Patricia L",-
12393727,"Taylor, Ronald P",-
12467984,"Romarís, Fernanda","Laboratorio de Parasitología, Facultad de Farmacia, Universidad de Santiago de Compostela, Santiago de Compostela 15782, Spain."
12467984,"Escalante, Marcela",-
12467984,"Lorenzo, Sonia",-
12467984,"Bonay, Pedro",-
12467984,"Gárate, Teresa",-
12467984,"Leiro, Jose",-
12467984,"Ubeira, Florencio M",-
12109032,"Kinne, R W","Experimental Rheumatology Unit, Friedrich Schiller University of Jena. Raimund.W.Kinne@rz.uni-jena.de"
12109032,"Wolski, A",-
12109032,"Palombo-Kinne, E",-
12109032,"Wolf, F",-
12109032,"Emmrich, F",-
12109032,"Becker, W",-
12483968,"Mwanatambwe, Milanga","Department of Pathology, Nippon Medical School, Bunkyo-ku, Sendagi 1-15, Tokyo 113-0022, Japan. milanga/patho2@nms.ac.jp"
12483968,"Yajima, Mikihisa",-
12483968,"Etuaful, Samuel",-
12483968,"Fukunishi, Yukiko",-
12483968,"Suzuki, Keiji",-
12483968,"Asiedu, Kingsley",-
12483968,"Yamada, Nobutaka",-
12483968,"Asanao, Goro",-
12047372,"Rönnmark, Jenny","Department of Biotechnology, Royal Institute of Technology (SCFAB), Stockholm, Sweden."
12047372,"Grönlund, Hans",-
12047372,"Uhlén, Mathias",-
12047372,"Nygren, Per-Ake",-
11980843,"Milz, Stefan","Department of Anatomy, Ludwig-Maximilians-University, Pettenkoferstrasse 11, D-80336 Munich, Germany. stefan.milz@anat.med.uni-muenchen.de"
11980843,"Regner, Frank",-
11980843,"Putz, Reinhard",-
11980843,"Benjamin, Michael",-
11884877,"Kaur, Harjeet","Mason Eye Institute, Department of Pathology, University of Missouri, Columbia 65212, USA."
11884877,"Hainsworth, Dean P",-
11884877,"Caldwell, Charles W",-
11884877,"Hamm, Charles W",-
11884877,"Madsen, Richard W",-
11861127,"Pérez-Costas, Emma","Department of Fundamental Biology, Faculty of Biology, University of Santiago de Compostela, 15782 Santiago de Compostela, Spain."
11861127,"Meléndez-Ferro, Miguel",-
11861127,"Santos, Ysabel",-
11861127,"Anadón, Ramón",-
11861127,"Rodicio, M Celina",-
11861127,"Caruncho, Héctor J",-
12165440,"Parhami-Seren, Behnaz","Department of Biochemistry, College of Medicine, University of Vermont, Given Building, Room C444, 89 Beaumont Avenue, Burlington 05405-0068, USA. bparhami@zoo.uvm.edu"
12165440,"Krudysz, Jolanta",-
12165440,"Tsantili, Panayota",-
12052341,"Waritani, Takaki","Animal Health Products and Chemicals Division, Animal Health Products and Chemicals Research Section, Daiichi Fine Chemical Co. Ltd., 530 Chokeiji, Takaoka-shi, Toyama 933-8511, Japan."
12052341,"Okuno, Yoko",-
12052341,"Ashida, Yoshinori",-
12052341,"Hisasue, Masaharu",-
12052341,"Tsuchiya, Ryo",-
12052341,"Kobayashi, Kosaku",-
12052341,"Yamada, Takatsugu",-
12505128,"Choueiri, Toni",-
12505128,"Lichtin, Alan E",-
12462032,"Matsubara, Etsuko","First Department of Internal Medicine, Ehime University School of Medicine, Ehime, Japan."
12462032,"Yakushijin, Yoshihiro",-
12462032,"Nomura, Tetsuhiko",-
12462032,"Iwamasa, Kikue",-
12462032,"Narumi, Hiroshi",-
12462032,"Sakai, Ikuya",-
12462032,"Yasukawa, Masaki",-
12462032,"Fujita, Shigeru",-
12462032,"Hato, Takaaki",-
12462032,"Ohshima, Koichi",-
12462032,"Uno, Masatoshi",-
12414357,"Domingo-Domènech, Eva",-
12414357,"González-Barca, Eva",-
12414357,"Estany, Cristina",-
12414357,"Sureda, Ana",-
12414357,"Besalduch, Joan",-
12414357,"Fernández de Sevilla, Alberto",-
11830544,"Kobayashi, Hisataka","Chaired Department of Diagnostic and Interventional Imagiology, Hitachi Medical Co., Kyoto 606-8507, Japan."
11830544,"Shirakawa, Kazuo",-
11830544,"Kawamoto, Satomi",-
11830544,"Saga, Tsuneo",-
11830544,"Sato, Noriko",-
11830544,"Hiraga, Akira",-
11830544,"Watanabe, Ichiro",-
11830544,"Heike, Yuji",-
11830544,"Togashi, Kaori",-
11830544,"Konishi, Junji",-
11830544,"Brechbiel, Martin W",-
11830544,"Wakasugi, Hiro",-
11991817,"Norgren, Niklas","Department of Immunology, University of Umeå, S-90187 Umeå, Sweden."
11991817,"Karlsson, Jan-Erik",-
11991817,"Rosengren, Lars",-
11991817,"Stigbrand, Torgny",-
12010568,"Pohlers, Dirk","Experimental Rheumatology Unit, Friedrich Schiller University, Jena, Germany."
12010568,"Schmidt-Weber, Carsten B",-
12010568,"Franch, Angels",-
12010568,"Kuhlmann, Jürgen",-
12010568,"Bräuer, Rolf",-
12010568,"Emmrich, Frank",-
12010568,"Kinne, Raimund W",-
12188265,"Lanza, Gregory M","Department of Medicine, Washington University Medical School, St Louis, MO 63110, USA."
12188265,"Abendschein, Dana R",-
12188265,"Yu, Xin",-
12188265,"Winter, Patrick M",-
12188265,"Karukstis, Kerry K",-
12188265,"Scott, Michael J",-
12188265,"Fuhrhop, Ralph W",-
12188265,"Scherrer, David E",-
12188265,"Wickline, Samuel A",-
11801563,"Klement, Giannoula","Sunnybrook and Women's College Health Sciences Centre, Molecular and Cellular Biology, Toronto, Ontario, M4N 3 M5 Canada."
11801563,"Huang, Ping",-
11801563,"Mayer, Barbara",-
11801563,"Green, Shane K",-
11801563,"Man, Shan",-
11801563,"Bohlen, Peter",-
11801563,"Hicklin, Daniel",-
11801563,"Kerbel, Robert S",-
12036921,"Bertolini, Francesco","Divisions of Hematology-Oncology, Experimental Oncology-IFOM Institute of Molecular Oncology, European Institute of Oncology, via Ripamonti 435, 20141 Milan, Italy. francesco.bertolini@ieo.it"
12036921,"Dell'Agnola, Chiara",-
12036921,"Mancuso, Patrizia",-
12036921,"Rabascio, Cristina",-
12036921,"Burlini, Alessandra",-
12036921,"Monestiroli, Silvia",-
12036921,"Gobbi, Alberto",-
12036921,"Pruneri, Giancarlo",-
12036921,"Martinelli, Giovanni",-
12587299,"Petrov, A V",-
12225901,"Dinkel, Klaus","Department of Orthopedic Surgery, University of Heidelberg, Schlierbacher Landstr. 200, 69118, Heidelberg, Germany."
12225901,"Rickert, Mathias",-
12225901,"Möller, Gabriele",-
12225901,"Adamski, Jerzy",-
12225901,"Meinck, Hans-Michael",-
12225901,"Richter, Wiltrud",-
12367582,"Gutterman, Lorence A","Mid Ohio Oncology/Hematology Inc., Columbus, USA."
12367582,"Kloster, Bruce",-
12367582,"Tsai, Han-Mou",-
12138687,"Meo, Paola","Dipartimento di Ematologia, Ospedale S. Eugenio, Università Tor Vergata, Roma. p.meo@tiscali.it"
12138687,"Stipa, Elisa",-
12138687,"La Presa, Michele",-
12138687,"Bianchi, Massimo",-
12138687,"Di Giulio, Claudio",-
12138687,"Stasi, Roberto",-
12138687,"Amadori, Sergio",-
12499573,"Suzuki, Takeo","Chuo-Sanken Laboratory, Katakura Industries Co., Ltd., Saitama, Japan. tk.suzuki@katakura.co.jp"
12499573,"Kaki, Hiroki",-
12499573,"Naya, Shinichi",-
12499573,"Murayama, Soji",-
12499573,"Tatsui, Akira",-
12499573,"Nagai, Akihiko",-
12499573,"Takai, Shinji",-
12499573,"Miyazaki, Mizuo",-
11833673,"Fassbender, Walter Josef","Medical Dept I, University Clinic, Frankfurt/M, Germany. W.J.Fassbender@em.uni-frankfurt.de"
11833673,"Steinhauer, Britta",-
11833673,"Stracke, Hilmar",-
11833673,"Schumm-Draeger, Petra-Maria",-
11833673,"Usadel, Klaus-Henning",-
11979365,"Duff, Brian","Department of Pathology and Laboratory Medicine, University of Rochester School of Medicine and Dentistry, Rochester, NY, USA."
11979365,"Weigel, Janet A",-
11979365,"Bourne, Patricia",-
11979365,"Weigel, Paul H",-
11979365,"McGary, Carl T",-
11830505,"Goldberg, Stuart L","Adult Blood and Marrow Transplantation Program, Hackensack University Medical Center, NJ, USA. sgoldberg@humed.com"
11830505,"Pecora, Andrew L",-
11830505,"Alter, Robert S",-
11830505,"Kroll, Mark S",-
11830505,"Rowley, Scott D",-
11830505,"Waintraub, Stanley E",-
11830505,"Imrit, Kavita",-
11830505,"Preti, Robert A",-
12466330,"Hirshberg, Boaz","Transplantation and Autoimmunity Branch, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, Maryland 20892, USA."
12466330,"Mog, Steven",-
12466330,"Patterson, Noelle",-
12466330,"Leconte, John",-
12466330,"Harlan, David M",-
11976079,"Malembic, Sylvie","Laboratoire de Biologie Cellulaire et Moléculaire, UMR Génomique Développement Pouvoir Pathogène, Institut de Biologie Végétale Moléculaire, INRA et Université Victor Ségalen Bordeaux 2, Villenave d'Ornon Cedex, France."
11976079,"Saillard, Colette",-
11976079,"Bové, Joseph M",-
11976079,"Garnier, Monique",-
11891706,"Sato, Kiichi","Department of Applied Chemistry, School of Engineering, The University of Tokyo, Tokyo, Japan."
11891706,"Yamanaka, Maho",-
11891706,"Takahashi, Hiroko",-
11891706,"Tokeshi, Manabu",-
11891706,"Kimura, Hiroko",-
11891706,"Kitamori, Takehiko",-
12021549,"Ghannadan, Minoo","Department of Internal Medicine I, Division of Hematology and Hemostaseology, University of Vienna, Währinger Gürtel 18-20, A-1090 Vienna, Austria."
12021549,"Hauswirth, Alexander W",-
12021549,"Schernthaner, Gerit-Holger",-
12021549,"Müller, Michael R",-
12021549,"Klepetko, Walter",-
12021549,"Schatzl, Georg",-
12021549,"Sperr, Wolfgang R",-
12021549,"Bühring, Hans-Jörg",-
12021549,"Valent, Peter",-
12139113,"Jawień, Jacek","Department of Pharmacology, Jagiellonian University School of Medicine, Kraków, Poland."
12139113,"Chłopicki, Stefan",-
12139113,"Gryglewski, Ryszard J",-
11989791,"Xythalis, Demetra","Center for Cell Biology and Cancer Research, Albany Medical College, NY 12208, USA."
11989791,"Frewin, Mary Beth",-
11989791,"Gudewicz, Paul W",-
11873384,"Danzon, Patricia","Wharton School, University of Pennsylvania, Philadelphia, PA, USA."
11873384,"Towse, Adrian",-
11983513,"Shi, Zhen-Dan","State Key Laboratory of Bio-organic and Natural Products Chemistry, Shanghai Institute of Organic Chemistry, Chinese Academy of Sciences, 354 Fenglin Road, Shanghai 200032, China."
11983513,"Yang, Bing-Hui",-
11983513,"Zhao, Jing-Jing",-
11983513,"Wu, Yu-Lin",-
11983513,"Ji, Yong-Yong",-
11983513,"Yeh, Ming",-
12189150,"Osaki, Tsukasa","Department of Biology, Faculty of Sciences, Kyushu University, Fukuoka 812-8581, Japan."
12189150,"Okino, Nozomu",-
12189150,"Tokunaga, Fuminori",-
12189150,"Iwanaga, Sadaaki",-
12189150,"Kawabata, Shun-Ichiro",-
11928379,"Roth, S","Service de médecine interne I, hôpital de l'Archet 1, CHU, 151, route de Saint-Antoine de Ginestière, BP 3079, 06202 Nice, France."
11928379,"Delmont, E",-
11928379,"Heudier, P",-
11928379,"Kaphan, R",-
11928379,"Cua, E",-
11928379,"Castela, J",-
11928379,"Verdier, J M",-
11928379,"Chichmanian, R M",-
11928379,"Fuzibet, J G",-
12071942,"Mori, Akinori","Department of Medicine, Shimizu Kohsei Hospital, Shizuoka, Japan."
12071942,"Tamaru, Jun-Ichi",-
12071942,"Sumi, Hajime",-
12071942,"Kondo, Haruki",-
12534228,"Gladskikh, O P","I. M. Sechenov Moscow Medical Academy, 119881, Moscow."
12534228,"Danilova, T I",-
12534228,"Kuznetsova, A V",-
12534228,"Andreeva, Iu Iu",-
12534228,"Vinarov, A Z",-
12534228,"Ivanov, A A",-
12534228,"Pal'tsev, M A",-
12521322,"Devlin, H","University Dental Hospital of Manchester, Higher Cambridge St, Manchester M15 6FH, UK. hdevlin@dental.temple.edu"
12521322,"Sloan, P",-
12363024,"Inoshima, Yasuo","National Institute of Animal Health, Tsukuba, Ibaraki, Japan."
12363024,"Murakami, Kenji",-
12363024,"Wu, Donglai",-
12363024,"Sentsui, Hiroshi",-
11897084,"Teunissen, Charlotte E","European Graduate School of Neuroscience (Euron), Universiteit Maastricht, Department of Psychiatry and Neuropsychology, P.O. Box 616, 6200 MD, Maastricht, The Netherlands. c.teunissen@np.unimaas.nl"
11897084,"Markerink-van Ittersum, Marjanne",-
11897084,"de Bruijn, Chris",-
11897084,"Steinbusch, Harry W M",-
11897084,"de Vente, Jan",-
11790697,"Seshiah, Puvi N","Division of Cardiology, Department of Medicine, Emory University, Atlanta, GA, USA."
11790697,"Kereiakes, Dean J",-
11790697,"Vasudevan, Sanjay S",-
11790697,"Lopes, Neuza",-
11790697,"Su, Baogen Y",-
11790697,"Flavahan, Nicholas A",-
11790697,"Goldschmidt-Clermont, Pascal J",-
11750044,"Choi, Ingrid","Recombinant Antibody Research Group, German Cancer Research Center (DKFZ), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany. i.choi@dkfz.de"
11750044,"Schmitt, Wolfgang E",-
11750044,"Bähre, Alexandra",-
11750044,"Little, Melvyn",-
11750044,"Cochlovius, Björn",-
11937522,"Ren, Hong","Division of Hematology-Oncology, Department of Medicine, Harold Simmons Cancer Center, University of Texas Southwestern Medical Center, Dallas, TX 75390, USA."
11937522,"Schmalstieg, Aurelia",-
11937522,"van Oers, Nicolai S C",-
11937522,"Gaynor, Richard B",-
11751162,"Martin, Carla A","Gastrointestinal Research Laboratory, Division of Gastroenterology Hepatology and Nutrition, Department of Medicine, Winthrop-University Hospital, Mineola, New York 11501, USA."
11751162,"Panja, Asit",-
11829014,"Bikker, F J","Department of Dental Basic Sciences, Academic Centre for Dentistry Amsterdam (ACTA), The Netherlands. fj.bikker.obc.acta@med.vu.nl"
11829014,"Ligtenberg, A J M",-
11829014,"van der Wal, J E",-
11829014,"van den Keijbus, P A M",-
11829014,"Holmskov, U",-
11829014,"Veerman, E C I",-
11829014,"Nieuw Amerongen, A V",-
12146030,"Kim, Jung Yeon","Departments of Pathology, Internal Medicine and Surgery, Inje University, Sanggye Paik Hospital, Seoul, Korea."
12146030,"Cho, Hyejae",-
12146030,"Rhee, Byoung Doo",-
12146030,"Kim, Hong-Yong",-
11929559,"Riviere, G R","Department of Pediatric Dentistry, School of Dentistry, Oregon Health and Sciences University, Portland, OR 97201-3097, USA."
11929559,"Riviere, K H",-
11929559,"Smith, K S",-
11888077,"Thalhammer-Scherrer, Renate","Department of Laboratory Medicine, University of Vienna, Austria."
11888077,"Mitterbauer, Gerlinde",-
11888077,"Simonitsch, Ingrid",-
11888077,"Jaeger, Ulrich",-
11888077,"Lechner, Klaus",-
11888077,"Schneider, Barbara",-
11888077,"Fonatsch, Christa",-
11888077,"Schwarzinger, Ilse",-
11779128,"Turner, Corey W","Department of Microbiology, School of Medicine, Meharry Medical College, 1005 D.B. Todd Jr. Boulevard, Nashville, TN 37208, USA."
11779128,"Lima, Maria F",-
11779128,"Villalta, Fernando",-
12522456,"Park, Sophie","Laboratoire d'Hématologie, Hôpital Saint-Louis AP/HP, Paris, France. parksophie@yahoo.com"
12522456,"Noguera, Maria-Elena",-
12522456,"Brière, Josette",-
12522456,"Feuillard, Jean",-
12522456,"Cayuela, Jean-Michel",-
12522456,"Sigaux, François",-
12522456,"Brice, Pauline",-
11991392,"Moreira, F","Department of Aninial Sciences, University of Florida, Gainesville 32611, USA."
11991392,"Paula-Lopes, F F",-
11991392,"Hansen, P J",-
11991392,"Badinga, L",-
11991392,"Thatcher, W W",-
11877754,"Koral, Kenneth F","University of Michigan Medical Center, Ann Arbor, Michigan 48109-0552, USA. kenkoral@umich.edu"
11877754,"Francis, Isaac R",-
11877754,"Kroll, Stewart",-
11877754,"Zasadny, Kenneth R",-
11877754,"Kaminski, Mark S",-
11877754,"Wahl, Richard L",-
12010486,"Silvie, O","INSERM U511 Immunobiologie Cellulaire et Moléculaire des Infections Parasitaires, CHU Pitié-Salpêtrière, Université Pierre et Marie Curie, Paris, France."
12010486,"Semblat, J P",-
12010486,"Franetich, J F",-
12010486,"Hannoun, L",-
12010486,"Eling, W",-
12010486,"Mazier, D",-
12091119,"Montillo, Marco","Divisione di Ematologia, Dipartmento di Ematologia, Ospedale Niguarda Ca' Granda, piazza Ospedale Maggiore 3, 20162 Milan, Italy. ematologia@ospedale-niguarda.it"
12091119,"Cafro, Anna Maria",-
12091119,"Tedeschi, Alessandra",-
12091119,"Brando, Bruno",-
12091119,"Oreste, Pierluigi",-
12091119,"Veronese, Silvio",-
12091119,"Rossi, Valentina",-
12091119,"Cairoli, Roberto",-
12091119,"Pungolino, Ester",-
12091119,"Morra, Enrica",-
11960656,"Roxanis, Ioannis","Neurosciences Group, Weatherall Institute of Molecular Medicine, John Radcliffe Hospital, Headington, Oxford OX3 9DS, UK."
11960656,"Micklem, Kingsley",-
11960656,"McConville, John",-
11960656,"Newsom-Davis, John",-
11960656,"Willcox, Nick",-
11801692,"Cretin, Nathalie","Transplantation Biology Research Center, Massachusetts General Hospital, Boston, MA 02129, USA."
11801692,"Bracy, Jennifer",-
11801692,"Hanson, Krista",-
11801692,"Iacomini, John",-
12362657,"Krasnowska, Maryla",-
12362657,"Nittner-Marszalska, Marita",-
12362657,"Krasnowski, Ryszard",-
12362657,"Kopeć, Wacław",-
12171934,"Greenstone, Heather L","NIAID, National Institutes of Health, Bethesda, Maryland 20892, USA."
12171934,"Santoro, Fabio",-
12171934,"Lusso, Paolo",-
12171934,"Berger, Edward A",-
12162676,"Cerilli, Lisa A","Robert E Fechner Laboratory of Surgical Pathology, University of Virginia Health Sciences Center, Charlottesville, USA."
12162676,"Mills, Stacey E",-
12162676,"Rumpel, Craig A",-
12162676,"Dudley, Thomas H",-
12162676,"Moskaluk, Christopher A",-
12920861,"Hay, Rick V","Van Andel Research Institute, 333 Bostwick N.E., Grand Rapids, MI 49503, USA."
12920861,"Cao, Brian",-
12920861,"Skinner, R Scot",-
12920861,"Wang, Ling-Mei",-
12920861,"Su, Yanli",-
12920861,"Resau, James H",-
12920861,"Vande Woude, George F",-
12920861,"Gross, Milton D",-
12448338,"Bassan, Norberto","Cátedra de Histología y Embriología, Facultad de Ciencias Médicas, Universidad Nacional de Rosario Rosario, Argentina."
12448338,"Vinuesa, Miguel",-
12448338,"Roma, Stella",-
12448338,"Pérez, Fernando",-
12165443,"Jagelská, Eva","Institute of Biophysics, Academy of Sciences of the Czech Republic, Královopolská 135, Brno, Czech Republic."
12165443,"Brázda, Václav",-
12165443,"Pospisilová, Sarka",-
12165443,"Vojtesek, Borivoj",-
12165443,"Palecek, Emil",-
12162684,"Sandhaus, Linda M","Department of Pathology, Case Western Reserve University School of Medicine, Cleveland, OH, USA."
12162684,"Osei, Ebenezer S",-
12162684,"Agrawal, Neeta N",-
12162684,"Dillman, Chrisine A",-
12162684,"Meyerson, Howard J",-
12044474,"Taniuchi, K","First Department of Internal Medicine, Kochi Medical School, Nankoku, Japan."
12044474,"Nishimori, I",-
12044474,"Takeuchi, T",-
12044474,"Fujikawa-Adachi, K",-
12044474,"Ohtsuki, Y",-
12044474,"Onishi, S",-
